date,firm,n,sd,source,FIPDLFI,IdV,LN,UdC,LADESTRA,PD,M5S,FdI,NCDUdC,SI,AP,MDP,LeU,E,I,NcI
2013-05-17,SPINCON,NA,NA,NA,27.6,,4,1.6,0.8,23.3,22.1,3,,,,,,,,
2013-05-17,EMG,NA,NA,NA,26.5,0.9,4.8,1.4,1,23,23,2.1,,,,,,,,
2013-05-20,IPSOS,NA,NA,NA,28.6,0.5,3.7,1.8,,26.3,23.6,1.5,,,,,,,,
2013-05-21,SPINCON,NA,NA,NA,27.7,0.2,4.4,1.7,0.9,23.1,21.2,3.2,,,,,,,,
2013-05-22,SWG,NA,NA,NA,27.8,1.2,4.9,2,0.8,22.6,24.1,1.5,,,,,,,,
2013-05-23,TECNE,NA,NA,NA,30,,3.7,2.3,,24.5,21,2.1,,,,,,,,
2013-05-24,EMG,NA,NA,NA,26,0.7,4.7,1.4,0.8,23.7,24.2,2,,,,,,,,
2013-05-27,IPSOS,NA,NA,NA,27.8,0.8,3.8,2.1,,26.8,21.2,1.6,,,,,,,,
2013-05-29,SWG,NA,NA,NA,27.8,1.2,4.7,1.7,0.7,25.8,19.1,1.8,,,,,,,,
2013-05-30,TECNE,NA,NA,NA,29.3,,3.3,2.4,,25.8,19.8,2.9,,,,,,,,
2013-05-31,SP,NA,NA,NA,27,0.7,4.4,1.6,,25.4,22.7,2.3,,,,,,,,
2013-05-31,EMG,NA,NA,NA,26.8,0.7,4.2,1.2,0.6,25.4,22.1,2,,,,,,,,
2013-06-03,PIEPOLI,NA,NA,NA,25.5,,4.5,2.5,,24.5,21.5,2,,,,,,,,
2013-06-03,IPR,NA,NA,NA,27.3,,3.7,1.3,,24.5,22,,,,,,,,,
2013-06-04,SPINCON,NA,NA,NA,27.1,0.3,4,1.9,0.8,25.3,20.1,3.5,,,,,,,,
2013-06-05,SWG,NA,NA,NA,27.7,1,4.3,2.2,1.1,25.1,19.9,1.5,,,,,,,,
2013-06-07,TECNE,NA,NA,NA,29.7,,3.1,2.3,,26.8,18.8,3.1,,,,,,,,
2013-06-07,EMG,NA,NA,NA,28.1,0.7,3.9,1.1,0.5,27.8,19.7,1.7,,,,,,,,
2013-06-10,IPSOS,NA,NA,NA,28.1,0.7,3.9,1.1,0.5,27.8,19.7,1.7,,,,,,,,
2013-06-12,SWG,NA,NA,NA,26,1.3,4.4,1.8,1,28.1,17.9,2,,,,,,,,
2013-06-13,TECNE,NA,NA,NA,29.2,,2.9,2.2,,28.1,18,2.9,,,,,,,,
2013-06-14,EMG,NA,NA,NA,27.3,0.6,4.1,1.2,0.4,28.5,18.8,1.8,,,,,,,,
2013-06-17,LORIEN,NA,NA,NA,26.3,,3.6,2.8,0.5,30.6,17.6,3,,,,,,,,
2013-06-17,IPSOS,NA,NA,NA,27.5,1.1,3.4,2.4,,29,17.8,2,,,,,,,,
2013-06-17,DATAMONITOR,NA,NA,NA,28.8,1,3.8,1.7,0.8,28.4,18,2,,,,,,,,
2013-06-19,SWG,NA,NA,NA,25.9,1.5,4.7,1.7,1.5,27.6,16.9,2.3,,,,,,,,
2013-06-20,TECNE,NA,NA,NA,29,,2.8,2.1,,29.2,16.9,2.7,,,,,,,,
2013-06-21,EMG,NA,NA,NA,27,0.8,3.6,1.3,1,27.8,17.9,1.9,,,,,,,,
2013-06-22,EPOKE,NA,NA,NA,18.2,,3.4,2.3,,26.2,22.2,3.2,,,,,,,,
2013-06-24,IPSOS,NA,NA,NA,27.3,1.2,3.5,2,,29.3,17,2.2,,,,,,,,
2013-06-28,EMG,NA,NA,NA,26.6,0.8,3.5,1.6,1.1,29,17,2.3,,,,,,,,
2013-06-29,TECNE,NA,NA,NA,28.6,,2.8,2.2,,29.6,16.2,3.1,,,,,,,,
2013-06-29,EUROMEDIA,NA,NA,NA,28.1,,3.9,2.6,1,28,16.1,2,,,,,,,,
2013-06-30,LORIEN,NA,NA,NA,26.3,,3.6,2.8,0.5,30.6,17.6,3,,,,,,,,
2013-07-01,IPSOS,NA,NA,NA,27.2,1,3.4,2.3,,29.2,16.6,2.4,,,,,,,,
2013-07-03,SWG,NA,NA,NA,28.3,1.2,4.9,1.4,1.1,26,17.3,2,,,,,,,,
2013-07-03,IPR,NA,NA,NA,25,,3.5,2,,28,18.5,,,,,,,,,
2013-07-05,TECNE,NA,NA,NA,28.6,,2.8,2.2,,29.6,16.2,3.1,,,,,,,,
2013-07-05,EMG,NA,NA,NA,27,1.1,3.9,1.5,0.8,28.1,17.6,2.4,,,,,,,,
2013-07-08,PIEPOLI,NA,NA,NA,25,,4,2.5,,28.5,18.5,2,,,,,,,,
2013-07-08,Demopolis,NA,NA,NA,26.5,,3.5,2.8,,28,17.8,,,,,,,,,
2013-07-10,SWG,NA,NA,NA,26.6,1.1,4.9,1.7,2,26.3,18.6,1.8,,,,,,,,
2013-07-10,IPR,NA,NA,NA,25.5,,3.5,2,,28.5,17.5,,,,,,,,,
2013-07-11,TECNE,NA,NA,NA,28.3,,3.6,2.1,,28.5,15.9,3.7,,,,,,,,
2013-07-12,EMG,NA,NA,NA,27.2,1,4.2,1.5,0.9,26.6,19.2,2.4,,,,,,,,
2013-07-15,PIEPOLI,NA,NA,NA,25.5,,4,2.5,,29,18,2,,,,,,,,
2013-07-17,SWG,NA,NA,NA,26.5,1.4,4.2,1.5,1.6,25.5,18.5,2,,,,,,,,
2013-07-18,TECNE,NA,NA,NA,28,,3.4,,,27.6,16.4,4,,,,,,,,
2013-07-19,EMG,NA,NA,NA,27.7,0.8,3.5,1.6,0.9,26.4,20,2.3,,,,,,,,
2013-07-22,PIEPOLI,NA,NA,NA,25.5,,4,2.5,,28,18.5,2,,,,,,,,
2013-07-22,LORIEN,NA,NA,NA,26,,3.9,2.3,0.8,28.6,17,4.2,,,,,,,,
2013-07-22,IPR,NA,NA,NA,26,,3.5,2,,27.5,18.5,,,,,,,,,
2013-07-25,TECNE,NA,NA,NA,28.3,,3.5,,,26.8,16.3,4.2,,,,,,,,
2013-07-26,EMG,NA,NA,NA,27.2,0.9,3.2,1.5,0.9,26.8,20.6,2.3,,,,,,,,
2013-08-01,TECNE,NA,NA,NA,27.1,,3.9,,,25.8,17,4.4,,,,,,,,
2013-08-01,SWG,NA,NA,NA,28.3,1.3,4.6,1.5,1.7,24.7,18.2,2.1,,,,,,,,
2013-08-28,SWG,NA,NA,NA,27.9,1.1,5.1,1.2,1.2,24,20.1,1.5,,,,,,,,
2013-08-29,TECNE,NA,NA,NA,26.3,,4.9,,,27.3,17.7,3,,,,,,,,
2013-09-01,LORIEN,NA,NA,NA,25.8,,4.2,2.1,1,29,19,3,,,,,,,,
2013-09-02,IPR,NA,NA,NA,27.5,,3.7,2,,24.5,19.5,,,,,,,,,
2013-09-04,SWG,NA,NA,NA,27.9,1.2,4.7,1.6,1.3,26,19.8,1.9,,,,,,,,
2013-09-05,IPR,NA,NA,NA,27.2,,5.3,,,27.6,19.2,2.3,,,,,,,,
2013-09-06,EMG,NA,NA,NA,27.3,1.1,3.4,1.2,0.8,27.8,19.5,2.2,,,,,,,,
2013-09-07,EUROMEDIA,NA,NA,NA,28.7,,3.6,2.5,0.9,26,19.5,2.3,,,,,,,,
2013-09-09,IPSOS,NA,NA,NA,27.5,0.9,3.8,2.8,,29.1,19.4,2.7,,,,,,,,
2013-09-11,SWG,NA,NA,NA,28,1.1,4.6,1.2,1.3,26,20.5,2.2,,,,,,,,
2013-09-12,TECNE,NA,NA,NA,26.9,,5,,,28.1,20.4,2.8,,,,,,,,
2013-09-12,DEMOS,NA,NA,NA,26.2,,3.1,2.6,,28.5,20.9,2.2,,,,,,,,
2013-09-13,EMG,NA,NA,NA,26.9,1.1,3.8,1.2,0.6,27.3,20,2.2,,,,,,,,
2013-09-16,IPSOS,NA,NA,NA,27.3,1,3.6,2.8,,29.3,20.3,2.5,,,,,,,,
2013-09-17,Demopolis,NA,NA,NA,27,,3.9,2.8,,27.5,19,,,,,,,,,
2013-09-19,TECNE,NA,NA,NA,25.4,,4.4,2.1,,27.6,21.8,3,,,,,,,,
2013-09-19,SWG,NA,NA,NA,27.7,1.2,4.3,1,1.6,28.5,18.3,2.1,,,,,,,,
2013-09-20,EMG,NA,NA,NA,25.6,1.1,4.1,1.4,1,27.4,21.4,2.4,,,,,,,,
2013-09-23,IPSOS,NA,NA,NA,27,1.1,3.4,3,,29.4,21,2.1,,,,,,,,
2013-09-26,TECNE,NA,NA,NA,25,,4.2,2.8,,27.1,22.2,3.3,,,,,,,,
2013-09-26,IXE,NA,NA,NA,26.6,0.9,3.3,1.9,0.7,27.5,22.4,2.1,,,,,,,,
2013-09-29,EMG,NA,NA,NA,25,1.1,4,1.3,1.2,29.2,19.7,2.4,,,,,,,,
2013-09-30,LORIEN,NA,NA,NA,22.5,,4.5,2.8,1,29.8,18.6,3.5,,,,,,,,
2013-09-30,IPR,NA,NA,NA,25,,3.7,2,,28.5,22,2.3,,,,,,,,
2013-09-30,DATAMEDIA,NA,NA,NA,25.8,,4.1,1.8,1,27.1,20.5,2.2,,,,,,,,
2013-10-01,IPSOS,NA,NA,NA,24,1,3.7,3.2,,30,21.4,2.5,,,,,,,,
2013-10-03,TECNE,NA,NA,NA,22.3,,4.7,2.4,,30.1,22.4,3,,,,,,,,
2013-10-03,SWG,NA,NA,NA,24.8,,4.5,1.4,,31.2,19.1,,,,,,,,,
2013-10-03,IXE,NA,NA,NA,22.7,0.8,3.9,2.1,0.7,28.5,24.1,2.2,,,,,,,,
2013-10-04,DEMOS,NA,NA,NA,20,,4.5,3.3,,32.2,20.9,2.4,,,,,,,,
2013-10-05,EMG,NA,NA,NA,24.1,0.9,4.2,1.3,1.2,29.6,19.5,2.3,,,,,,,,
2013-10-07,IPSOS,NA,NA,NA,24.7,1,3.5,2.8,,30.5,21.2,2.3,,,,,,,,
2013-10-07,IPR,NA,NA,NA,24,,3.7,2,,29.5,22,2.2,,,,,,,,
2013-10-07,DATAMEDIA,NA,NA,NA,23.2,,3.8,2,1.2,29,22.1,2.4,,,,,,,,
2013-10-09,IXE,NA,NA,NA,22.6,0.9,4.1,2,0.6,28.9,24.3,2.3,,,,,,,,
2013-10-10,TECNE,NA,NA,NA,23.7,,4.3,2.2,,29.2,23.1,2.7,,,,,,,,
2013-10-10,SWG,NA,NA,NA,24.6,1,5.5,1.2,1.4,27,20,2.8,,,,,,,,
2013-10-11,EMG,NA,NA,NA,25.2,0.7,4.2,1.6,1.2,28.7,20.6,2.4,,,,,,,,
2013-10-13,LORIEN,NA,NA,NA,23,,4.6,2.5,1,30,16.9,3,,,,,,,,
2013-10-14,IPSOS,NA,NA,NA,25.1,1.1,4,3,,30.6,21.4,2.8,,,,,,,,
2013-10-14,IPR,NA,NA,NA,24.5,,3.5,2,,28.5,22,2.4,,,,,,,,
2013-10-14,DATAMEDIA,NA,NA,NA,24,,3.8,2.2,1.2,28,21.8,2.2,,,,,,,,
2013-10-17,TECNE,NA,NA,NA,24.6,,4.5,2.3,,28.8,22,2.8,,,,,,,,
2013-10-17,SWG,NA,NA,NA,24.1,1,5.5,1.3,1.5,27.9,21.2,2.9,,,,,,,,
2013-10-17,IXE,NA,NA,NA,24.5,0.9,4,2.1,0.9,28.4,21.8,2.2,,,,,,,,
2013-10-18,EMG,NA,NA,NA,25.4,0.6,4,1.8,1.3,29,21.5,2.2,,,,,,,,
2013-10-20,LORIEN,NA,NA,NA,24.1,,4.9,2.4,0.8,29.8,18.1,3,,,,,,,,
2013-10-21,IPSOS,NA,NA,NA,24.8,1.2,3.8,3.7,,29.8,21.6,3.3,,,,,,,,
2013-10-21,IPR,NA,NA,NA,25,,4,1.8,,28,22.5,2.3,,,,,,,,
2013-10-21,DATAMEDIA,NA,NA,NA,24.4,,4,2,1.2,28.5,22,2.2,,,,,,,,
2013-10-24,TECNE,NA,NA,NA,24.2,,3.9,3.1,,27.2,24.1,3.2,,,,,,,,
2013-10-24,SWG,NA,NA,NA,25.3,1,5.6,2.4,0.8,28,20.6,2.1,,,,,,,,
2013-10-24,IXE,NA,NA,NA,23.1,0.8,4.4,2.7,0.9,27.8,24.6,2.5,,,,,,,,
2013-10-26,ISPO,NA,NA,NA,23.5,0.5,4.6,2.1,1.3,30.1,21.8,2.6,,,,,,,,
2013-10-27,EMG,NA,NA,NA,24.1,0.8,4.1,2,1.2,30.1,21,2.3,,,,,,,,
2013-10-28,IPSOS,NA,NA,NA,25,1,3.7,3.4,,30.2,21.3,3.2,,,,,,,,
2013-10-28,IPR,NA,NA,NA,23.5,,3.7,2.2,,29,22,2.4,,,,,,,,
2013-10-29,DATAMEDIA,NA,NA,NA,22.8,,4.2,2,1.2,30,20.4,2.4,,,,,,,,
2013-10-30,SWG,NA,NA,NA,26.2,1.1,5.4,2.2,0.7,28.8,19.2,2.4,,,,,,,,
2013-10-30,IXE,NA,NA,NA,23.5,0.7,4.1,2.5,0.8,29,24.1,2.3,,,,,,,,
2013-11-03,EMG,NA,NA,NA,23.7,0.9,4.2,2.1,1.2,30.5,20.4,2.5,,,,,,,,
2013-11-04,LORIEN,NA,NA,NA,24.2,,5,2.7,0.6,31.2,17.3,3,,,,,,,,
2013-11-04,IPSOS,NA,NA,NA,25.8,1.2,3.5,3.2,,29.7,21.2,3.1,,,,,,,,
2013-11-04,IPR,NA,NA,NA,23,,3.7,2.2,,30.5,21,2.5,,,,,,,,
2013-11-04,DATAMEDIA,NA,NA,NA,22.9,,4.2,2,1.2,29.7,20.5,2.6,,,,,,,,
2013-11-06,IXE,NA,NA,NA,24,0.6,3.9,2.1,1,28.2,24.5,2.2,,,,,,,,
2013-11-07,TECNE,NA,NA,NA,25.3,,3.5,3.1,,26.1,24.8,3.4,,,,,,,,
2013-11-07,SWG,NA,NA,NA,24.2,1,5.1,2.2,0.7,28.8,21.3,3,,,,,,,,
2013-11-10,EMG,NA,NA,NA,23.9,0.8,4,2.2,1.2,29.8,21.7,2.3,,,,,,,,
2013-11-11,IPSOS,NA,NA,NA,26.3,1.3,3.5,3.4,,30.4,21.4,3.2,,,,,,,,
2013-11-11,IPR,NA,NA,NA,23,,3.7,2,,29.5,22,2.5,,,,,,,,
2013-11-11,DATAMEDIA,NA,NA,NA,23,,4.1,2.1,,29.5,20.7,2.2,,,,,,,,
2013-11-13,IXE,NA,NA,NA,24.4,0.7,3.8,2.4,,26.8,25.3,2.2,,,,,,,,
2013-11-13,Demopolis,NA,NA,NA,23,,4,3,,28,22,2.5,,,,,,,,
2013-11-14,SWG,NA,NA,NA,22.8,1.2,5.8,1.9,1.2,28.3,20.8,3.5,,,,,,,,
2013-11-17,ISPO,NA,NA,NA,16,,3.5,2.9,,29.2,22.8,3.3,,,,,,,,
2013-11-17,EMG,NA,NA,NA,18.1,0.7,3.9,2.3,1.1,30,22,2.3,,,,,,,,
2013-11-18,PIEPOLI,NA,NA,NA,18,,4,2.5,,30.5,21.5,2.5,,,,,,,,
2013-11-18,IPSOS,NA,NA,NA,20.7,1,3.1,3,,30.6,20.8,3.1,,,,,,,,
2013-11-18,EUROMEDIA,NA,NA,NA,20.1,,4.1,2.5,,26.5,24.2,3.5,,,,,,,,
2013-11-18,DATAMEDIA,NA,NA,NA,18.1,,3.5,1.6,,30.3,20,2,,,,,,,,
2013-11-20,IXE,NA,NA,NA,17.3,0.7,3.5,2.6,,27.3,25,2.6,,,,,,,,
2013-11-21,SWG,NA,NA,NA,21.1,1.3,5.1,1.6,1.2,27.4,19.8,2.9,,,,,,,,
2013-11-22,TECNE,NA,NA,NA,21.1,,3.5,2.6,,26.8,23.9,3.2,,,,,,,,
2013-11-24,EMG,NA,NA,NA,19.6,0.6,4.3,2.4,,28.2,23.6,2.4,,,,,,,,
2013-11-25,LORIEN,NA,NA,NA,19,,4,3,,31,18.5,3.5,,,,,,,,
2013-11-25,IPSOS,NA,NA,NA,21.3,1,3.2,2.6,,30.7,21,2.7,,,,,,,,
2013-11-25,DATAMEDIA,NA,NA,NA,19.5,,3.6,2,,28.9,20.8,2.2,,,,,,,,
2013-11-27,TECNE,NA,NA,NA,20,,3.7,2.5,,28.5,23,2.5,,,,,,,,
2013-11-27,ISPO,NA,NA,NA,20.3,1.5,3,3.2,,30.5,21.8,2.7,,,,,,,,
2013-11-28,SWG,NA,NA,NA,21.6,1.3,4.5,1.3,1,30.2,19.4,2.4,,,,,,,,
2013-11-28,IXE,NA,NA,NA,20.6,0.9,3.7,1.8,,26.7,24.5,2.3,,,,,,,,
2013-11-28,EUROMEDIA,NA,NA,NA,21.7,,4.3,2.8,,26.1,23.2,2.8,,,,,,,,
2013-11-29,EMG,NA,NA,NA,20,0.7,4.1,2.4,,28.7,23.2,2.7,,,,,,,,
2013-12-02,IPSOS,NA,NA,NA,22.2,0.9,3.3,3,,31,21.2,2.1,,,,,,,,
2013-12-02,IPR,NA,NA,NA,20,,3.7,2.5,,28.5,22.5,2.5,,,,,,,,
2013-12-02,DATAMEDIA,NA,NA,NA,20,,3.4,2,,28.5,22.2,2.1,,,,,,,,
2013-12-04,TECNE,NA,NA,NA,22.8,,3.3,3,,26.8,23.8,2.8,,,,,,,,
2013-12-04,IXE,NA,NA,NA,20.9,0.9,3.5,2.6,,27.4,23.3,2.4,,,,,,,,
2013-12-05,SWG,NA,NA,NA,21.6,1.1,5,1.6,1,29.6,21.1,2.3,,,,,,,,
2013-12-08,EMG,NA,NA,NA,20.6,0.6,3.8,2.5,,29.6,22.3,2.9,,,,,,,,
2013-12-09,IPSOS,NA,NA,NA,22.5,1,3,2.7,,31.6,21.5,1.6,,,,,,,,
2013-12-09,DATAMEDIA,NA,NA,NA,20.2,,3.5,2,,30.2,21.9,2,,,,,,,,
2013-12-10,TECNE,NA,NA,NA,23.1,,3.6,3.2,,28,23.2,2.6,,,,,,,,
2013-12-11,IXE,NA,NA,NA,21.3,1,4,2.3,,29.5,21.9,2.2,,,,,,,,
2013-12-11,IPR,NA,NA,NA,20.5,,3.5,2.5,,31,21,2.5,,,,,,,,
2013-12-11,Demopolis,NA,NA,NA,21,,3.8,2.6,,30,22.5,2.5,,,,,,,,
2013-12-12,SWG,NA,NA,NA,18.9,0.5,5.5,1.8,0.7,35.6,18.1,2.8,,,,,,,,
2013-12-14,EUROMEDIA,NA,NA,NA,21.4,,4.3,2.6,,28,22.5,2.4,,,,,,,,
2013-12-15,EMG,NA,NA,NA,21.1,0.7,3.3,2.4,,31,21.7,2.6,,,,,,,,
2013-12-16,IPSOS,NA,NA,NA,21.8,1,3.3,2.9,,32.2,20.9,1.8,,,,,,,,
2013-12-16,IPR,NA,NA,NA,20.5,,3.7,2.5,,32,21,2.5,,,,,,,,
2013-12-16,DATAMEDIA,NA,NA,NA,21,,3.6,2.2,,30.6,21.7,2,,,,,,,,
2013-12-18,TECNE,NA,NA,NA,23.3,,3.4,2.9,,29.4,21.7,2.8,,,,,,,,
2013-12-18,IXE,NA,NA,NA,21,0.9,3.8,2.3,,30.5,21.3,2.4,,,,,,,,
2013-12-19,SWG,NA,NA,NA,20.8,0.8,5.7,1.4,0.6,34.8,18.2,2.4,,,,,,,,
2013-12-20,IPR,NA,NA,NA,19,,3.5,2.5,,32.5,20,2.5,,,,,,,,
2014-01-07,TECNE,NA,NA,NA,22.9,,3.8,,,29.7,20.6,3.1,10.2,,,,,,,
2014-01-07,IPSOS,NA,NA,NA,22.3,1,3.5,,,33,21.2,1.9,13.2,,,,,,,
2014-01-09,SWG,NA,NA,NA,21,0.7,4.7,,0.9,33.9,20,2.5,6.5,,,,,,,
2014-01-10,IXE,NA,NA,NA,21.5,0.9,3.4,,,31.3,22.1,2.1,8.5,,,,,,,
2014-01-11,EUROMEDIA,NA,NA,NA,21.6,,4.5,,,29.5,21.4,2.5,8.9,,,,,,,
2014-01-13,IPSOS,NA,NA,NA,23,0.6,3.2,,0.7,33.4,20.7,2.1,12.1,,,,,,,
2014-01-13,IPR,NA,NA,NA,20.5,,3.5,,,33.5,21.5,2.5,10.5,,,,,,,
2014-01-14,TECNE,NA,NA,NA,23.9,,3.4,,,30.3,21.2,2.9,9.6,,,,,,,
2014-01-14,DATAMEDIA,NA,NA,NA,22,,3.5,,,32,19.4,2.2,9.8,,,,,,,
2014-01-15,IXE,NA,NA,NA,21.2,0.8,3.8,,,30.4,22.3,2.5,8,,,,,,,
2014-01-16,SWG,NA,NA,NA,20.8,1.1,5.2,,0.7,32.4,19.9,2.8,7,,,,,,,
2014-01-19,LORIEN,NA,NA,NA,21.5,,3,,,33,19.5,2,12,,,,,,,
2014-01-20,IPSOS,NA,NA,NA,22.7,0.3,3.5,,,33.2,20.8,2.5,12.4,,,,,,,
2014-01-20,IPR,NA,NA,NA,20,,3.5,,,33,21,2,10.5,,,,,,,
2014-01-20,EUROMEDIA,NA,NA,NA,22,,3.4,,,29.1,21.8,2.3,8.8,,,,,,,
2014-01-20,DATAMEDIA,NA,NA,NA,22,,3.5,,,32.3,19.3,2,9.8,,,,,,,
2014-01-21,TECNE,NA,NA,NA,24.3,,3.1,,,30.5,22,3.1,9.6,,,,,,,
2014-01-22,IXE,NA,NA,NA,22.3,0.8,3.7,,,31.1,21.8,2.1,7.5,,,,,,,
2014-01-23,SWG,NA,NA,NA,20.4,0.8,4.9,,,31.9,21.1,2.4,6.5,,,,,,,
2014-01-24,"SCENARI POLITICI",NA,NA,NA,20.7,,5.8,,,28,24.6,2.9,8,,,,,,,
2014-01-25,EUROMEDIA,NA,NA,NA,22.3,,4.1,,,28.5,22.1,2.2,8.8,,,,,,,
2014-01-26,EMG,NA,NA,NA,21.6,0.5,4,,,29.2,23.6,2.6,7.4,,,,,,,
2014-01-27,ISPO,NA,NA,NA,21.2,0.9,4.4,,,32.6,21.2,2,10.7,,,,,,,
2014-01-27,IPSOS,NA,NA,NA,23.2,0.5,3.2,,,33.5,20.7,2.2,12.2,,,,,,,
2014-01-27,DATAMEDIA,NA,NA,NA,22.3,,3.5,,,32,20,2.2,10.1,,,,,,,
2014-01-28,TECNE,NA,NA,NA,24.9,,3.3,,,31.1,20.9,2.9,9.9,,,,,,,
2014-01-29,IXE,NA,NA,NA,22.8,0.9,3.5,,,31.4,21.1,2.1,7.5,,,,,,,
2014-01-30,SWG,NA,NA,NA,20.1,0.9,4.7,,,31.3,21.9,2.7,6.8,,,,,,,
2014-02-01,EUROMEDIA,NA,NA,NA,22.5,,3.9,,,28.7,22.3,2.1,8.7,,,,,,,
2014-02-02,EMG,NA,NA,NA,21.4,0.6,3.7,,,29,24.1,2.8,7.5,,,,,,,
2014-02-03,IPSOS,NA,NA,NA,23.4,0.4,3.3,,0.7,33.3,21,2.4,11,,,,,,,
2014-02-03,IPR,NA,NA,NA,21.5,,3.7,,,31.5,22,2.5,10.5,,,,,,,
2014-02-03,DATAMEDIA,NA,NA,NA,22.5,,3.5,,1,32,21,2,10.3,,,,,,,
2014-02-04,TECNE,NA,NA,NA,25.2,,3.5,,,31.2,20.5,2.7,9.7,,,,,,,
2014-02-05,IXE,NA,NA,NA,21.8,0.9,3.6,,,30.7,22.8,2.3,8.6,,,,,,,
2014-02-06,SWG,NA,NA,NA,21.1,0.7,5.3,,,33.4,21.5,2.2,6.2,,,,,,,
2014-02-09,EMG,NA,NA,NA,21,0.7,3.9,,,29.7,24,3.2,7.9,,,,,,,
2014-02-10,IPSOS,NA,NA,NA,23.9,0.3,3.1,,0.5,33.6,21.4,2.2,10.4,,,,,,,
2014-02-10,IPR,NA,NA,NA,22.5,,4,,,32,22.5,2,11.1,,,,,,,
2014-02-10,DATAMEDIA,NA,NA,NA,22.5,,3.6,,1,31.8,21.3,2.1,9.9,,,,,,,
2014-02-11,TECNE,NA,NA,NA,25.4,,3.4,,,31,21.6,2.6,9.3,,,,,,,
2014-02-12,SWG,NA,NA,NA,20,0.8,4.7,,,32.2,24.5,2.4,7,,,,,,,
2014-02-13,IXE,NA,NA,NA,21.6,0.9,3.5,,,30.5,22.4,2.5,8.5,,,,,,,
2014-02-15,IPSOS,NA,NA,NA,24,0.3,3.5,,0.4,34,21.2,2.1,9.9,,,,,,,
2014-02-16,EMG,NA,NA,NA,21.2,0.8,4.2,,,29.4,23.7,3,8,,,,,,,
2014-02-17,IPR,NA,NA,NA,22.5,,4,,,29.5,23,2.5,10,,,,,,,
2014-02-17,EUROMEDIA,NA,NA,NA,23,,4.5,,1,29.9,22,2.3,7.3,,,,,,,
2014-02-17,DATAMEDIA,NA,NA,NA,22.5,,3.8,,1,29.8,22.1,2.2,9.7,,,,,,,
2014-02-18,TECNE,NA,NA,NA,25.3,,3.8,,,28.7,24.6,2.5,8.6,,,,,,,
2014-02-19,SWG,NA,NA,NA,21.8,0.9,5.1,,0.6,29.9,23.8,2.4,6,,,,,,,
2014-02-19,IXE,NA,NA,NA,21.7,0.8,3.7,,,29.4,23.7,3,7.8,,,,,,,
2014-02-22,EUROMEDIA,NA,NA,NA,23,,4.1,,1,29.2,22.7,2.5,6.8,,,,,,,
2014-02-23,EMG,NA,NA,NA,22,0.7,3.8,,,29.8,23.6,2.8,7.5,,,,,,,
2014-02-24,PIEPOLI,NA,NA,NA,19.5,,3.5,,,34.5,18.5,2.5,9.5,,,,,,,
2014-02-24,IPSOS,NA,NA,NA,24.6,0.7,3,,0.5,33.3,21.1,2.3,9.4,,,,,,,
2014-02-24,DATAMEDIA,NA,NA,NA,22.5,,3.8,,1,30,22.7,2.2,9.4,,,,,,,
2014-02-25,TECNE,NA,NA,NA,25.4,,4,,,28.9,23.4,2.7,8,,,,,,,
2014-02-25,IPR,NA,NA,NA,22.5,,4.2,,,29.3,23.5,2.5,9,,,,,,,
2014-02-26,SWG,NA,NA,NA,22.1,1,5.2,,0.9,30.7,21.7,2.3,6.6,,,,,,,
2014-02-26,IXE,NA,NA,NA,22.5,0.9,3.6,,,30.3,21.8,2.9,7.4,,,,,,,
2014-02-28,"SCENARI POLITICI",NA,NA,NA,20.3,,5.2,,,27.8,25.4,3,8,,,,,,,
2014-02-28,DEMOS,NA,NA,NA,21.5,,3.3,,,34.8,21.3,2.2,8.3,,,,,,,
2014-03-01,EUROMEDIA,NA,NA,NA,22.8,,4.4,,1,29.1,22.5,2.3,7.1,,,,,,,
2014-03-02,EMG,NA,NA,NA,21.9,0.6,3.7,,,30.6,23.1,2.9,7,,,,,,,
2014-03-03,PIEPOLI,NA,NA,NA,20,,3.5,,,34.5,17.5,2.5,9,,,,,,,
2014-03-03,IPSOS,NA,NA,NA,24.8,0.5,3.1,,0.3,33.6,20.6,2.2,9.9,,,,,,,
2014-03-03,IPR,NA,NA,NA,22,,4,,,29.5,23,2.5,9,,,,,,,
2014-03-03,DATAMEDIA,NA,NA,NA,22.3,,3.7,,0.9,31.3,22.2,2.3,8.8,,,,,,,
2014-03-04,TECNE,NA,NA,NA,25.7,,4.2,,,28.8,21.7,2.9,8.1,,,,,,,
2014-03-05,SWG,NA,NA,NA,21.6,0.9,4.9,,0.9,30.3,22,2.7,5.5,,,,,,,
2014-03-05,IXE,NA,NA,NA,22.8,0.9,3.7,,,30.5,21,3.1,6.6,,,,,,,
2014-03-08,EUROMEDIA,NA,NA,NA,22.8,,4.4,,0.7,29.1,20.5,2.7,6.9,,,,,,,
2014-03-09,EMG,NA,NA,NA,21,0.5,4.2,,,30.4,23.8,3.2,6.7,,,,,,,
2014-03-10,PIEPOLI,NA,NA,NA,20,,3.5,,,34,18,3,8.5,,,,,,,
2014-03-10,IPSOS,NA,NA,NA,23.9,0.3,3.3,,0.3,34,20.8,2.6,9.1,,,,,,,
2014-03-10,IPR,NA,NA,NA,22,,3.7,,,30,22,2.7,7.9,,,,,,,
2014-03-10,DATAMEDIA,NA,NA,NA,22,,4,,0.7,31.1,22.5,2.8,8.1,,,,,,,
